Região Geográfica,UF,Regional de Saúde,Município,Código IBGE,Tipo da Instituição,Sigla da Instituição,Nome da Instituição,CNPJ da Instituição,Nome do escritório regional/local,CNPJ do escritório regional/local,Tipo da Forma de Abastecimento,Código Forma de abastecimento,Nome da Forma de Abastecimento,Nome da ETA / UTA,Ano de referência,Mês de referência,Data de registro ,Data de preenchimento do relatório mensal,Data da coleta,Tipo de captação,Categoria do manancial superficial,Nome do manancial superficial,Categoria do ponto de captação subterrânea,Nome do ponto de captação subterrânea,Parâmetro,Unidade,Resultado
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2014,11,2015/01/22 00:00:00.000,2014-11-30,2014-11-10,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2014,12,2015/01/23 00:00:00.000,2014-12-31,2014-12-16,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,5
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2014,1,2015/01/16 00:00:00.000,2014-01-31,2014-01-21,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,13
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2014,1,2015/01/16 00:00:00.000,2014-01-31,2014-01-06,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2014,9,2015/01/22 00:00:00.000,2014-09-30,2014-09-03,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,32
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2014,9,2015/01/22 00:00:00.000,2014-09-30,2014-09-08,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2015,3,2015/08/07 00:00:00.000,2015-03-31,2015-03-16,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2015,7,2015/11/18 00:00:00.000,2015-07-31,2015-07-13,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,91
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2015,9,2016/01/21 00:00:00.000,2015-09-30,2015-09-15,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,23
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2015,2,2015/05/12 00:00:00.000,2015-02-28,2015-02-18,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,21
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2015,1,2015/05/11 00:00:00.000,2015-01-31,2015-01-06,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,106
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2015,4,2015/08/11 00:00:00.000,2015-04-30,2015-04-27,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,171
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2015,8,2015/12/15 00:00:00.000,2015-08-31,2015-08-05,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,48
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2015,1,2015/01/16 00:00:00.000,2015-01-16,2015-01-16,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2015,6,2015/08/13 00:00:00.000,2015-06-30,2015-06-08,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2015,7,2015/11/18 00:00:00.000,2015-07-31,2015-07-21,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,40
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2015,8,2015/12/14 00:00:00.000,2015-08-31,2015-08-26,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2015,1,2015/05/11 00:00:00.000,2015-01-31,2015-01-07,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2015,4,2015/08/06 00:00:00.000,2015-08-06,2015-04-06,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,20
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2015,5,2015/08/06 00:00:00.000,2015-08-06,2015-05-11,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2015,3,2015/08/06 00:00:00.000,2015-08-06,2015-03-05,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2015,6,2015/11/16 00:00:00.000,2015-06-30,2015-06-08,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,9
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2015,10,2016/03/07 00:00:00.000,2015-10-31,2015-10-13,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2015,5,2015/08/11 00:00:00.000,2015-05-31,2015-05-18,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2015,3,2015/08/07 00:00:00.000,2015-03-31,2015-03-24,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2015,8,2015/12/10 00:00:00.000,2015-08-31,2015-08-03,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,5
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2015,9,2016/01/21 00:00:00.000,2015-09-30,2015-09-29,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2016,1,2016/05/04 00:00:00.000,2016-05-04,2016-01-25,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,412
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2016,2,2016/05/09 00:00:00.000,2016-05-09,2016-02-22,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,12
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2016,2,2016/05/09 00:00:00.000,2016-05-09,2016-02-29,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,74
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2016,5,2016/06/16 00:00:00.000,2016-06-16,2016-05-04,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,5
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2016,9,2016/10/28 00:00:00.000,2016-10-28,2016-10-26,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2016,3,2016/05/12 00:00:00.000,2016-05-12,2016-03-09,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,109
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2016,4,2016/05/27 00:00:00.000,2016-05-27,2016-04-22,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,1150
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2016,12,2017/02/07 00:00:00.000,2017-02-07,2016-12-21,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,29
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2016,11,2016/12/20 00:00:00.000,2016-12-20,2016-11-23,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2016,2,2016/05/05 00:00:00.000,2016-05-05,2016-02-11,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,1
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2016,5,2016/06/16 00:00:00.000,2016-06-16,2016-05-24,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,14
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2016,6,2016/07/11 00:00:00.000,2016-07-11,2016-06-21,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2016,10,2016/11/28 00:00:00.000,2016-11-28,2016-10-17,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,16
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2016,12,2017/02/06 00:00:00.000,2017-02-06,2016-12-26,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2016,2,2016/05/05 00:00:00.000,2016-05-05,2016-02-01,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,759
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2016,7,2016/10/17 00:00:00.000,2016-10-17,2016-07-04,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,14
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2016,10,2016/11/28 00:00:00.000,2016-11-28,2016-10-19,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2016,12,2017/02/06 00:00:00.000,2017-02-06,2016-12-06,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,9
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000004,MOINHOS DE VENTO,MOINHOS DE VENTO,2016,12,2017/02/06 00:00:00.000,2017-02-06,2016-12-12,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2016,1,2016/05/02 00:00:00.000,2016-05-02,2016-01-05,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,40
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2016,2,2016/05/05 00:00:00.000,2016-05-05,2016-02-04,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,21
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2016,6,2016/07/11 00:00:00.000,2016-07-11,2016-06-28,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2016,9,2016/10/24 00:00:00.000,2016-10-24,2016-09-12,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2016,9,2016/10/24 00:00:00.000,2016-10-24,2016-09-23,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000006,TRISTEZA,TRISTEZA,2016,12,2017/02/06 00:00:00.000,2017-02-06,2016-12-05,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2017,2,2017/03/08 00:00:00.000,2017-03-08,2017-02-06,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,8
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2017,3,2017/05/08 00:00:00.000,2017-05-08,2017-03-01,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,4
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2017,3,2017/05/08 00:00:00.000,2017-05-08,2017-03-22,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,18
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2017,7,2017/08/09 00:00:00.000,2017-08-09,2017-07-25,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2017,8,2017/09/13 00:00:00.000,2017-09-13,2017-08-01,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,5
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000003,JOSE LOUREIRO DA SILVA,JOSÉ LOUREIRO DA SILVA,2017,8,2017/09/13 00:00:00.000,2017-09-13,2017-08-15,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,22
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2017,2,2017/03/08 00:00:00.000,2017-03-08,2017-02-13,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,8
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2017,3,2017/04/17 00:00:00.000,2017-04-17,2017-03-01,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,98
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2017,3,2017/04/17 00:00:00.000,2017-04-17,2017-03-13,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,16
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2017,8,2017/09/25 00:00:00.000,2017-09-25,2017-08-08,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,65
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2017,10,2017/11/20 00:00:00.000,2017-11-20,2017-10-16,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,7
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2017,12,2018/01/12 00:00:00.000,2018-01-12,2017-12-05,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,51
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000005,SAO JOAO,SÃO JOÃO,2017,12,2018/01/12 00:00:00.000,2018-01-12,2017-12-11,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,82
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,2,2017/03/08 00:00:00.000,2017-03-08,2017-02-01,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,2
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,4,2017/05/04 00:00:00.000,2017-05-04,2017-04-10,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,10,2017/12/01 00:00:00.000,2017-12-01,2017-10-24,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,6
SUL,RS,1ª CRS,PORTO ALEGRE,431490,Serviço Municipal e outros,,DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS DMAE,92924901000198.0,,,SAA,S431490000001,BELEM NOVO,BELÉM NOVO,2017,11,2017/12/13 00:00:00.000,2017-12-13,2017-11-06,SUPERFICIAL,lago,GUAIBA,,,Cianobactérias,Total de cianobactérias,0
